filename,psnr,ssim,lpips
r_0.png,34.39438247680664,0.9864501357078552,0.01825026236474514
r_1.png,28.696840286254883,0.9800820350646973,0.02261497639119625
r_10.png,24.748437881469727,0.9704498052597046,0.0311642587184906
r_100.png,34.150386810302734,0.9806849360466003,0.023301053792238235
r_101.png,33.88037872314453,0.9804272651672363,0.02332402765750885
r_102.png,34.795230865478516,0.9821954965591431,0.020206881687045097
r_103.png,35.47858428955078,0.9838247895240784,0.019184689968824387
r_104.png,34.05427551269531,0.9810505509376526,0.02077382430434227
r_105.png,33.438907623291016,0.9781647324562073,0.022708363831043243
r_106.png,33.55975341796875,0.9765694737434387,0.02415596693754196
r_107.png,34.00197982788086,0.976489782333374,0.02391706593334675
r_108.png,34.30256271362305,0.9769250750541687,0.024650653824210167
r_109.png,34.90665054321289,0.9784201383590698,0.023865293711423874
r_11.png,25.21919059753418,0.9726828932762146,0.028729479759931564
r_110.png,35.17585754394531,0.9789298176765442,0.02429499477148056
r_111.png,35.6383171081543,0.9801648259162903,0.023772116750478745
r_112.png,36.33999252319336,0.9819291830062866,0.022454040125012398
r_113.png,36.24477767944336,0.9822940230369568,0.022310059517621994
r_114.png,35.73176574707031,0.9808930158615112,0.02366994321346283
r_115.png,34.95695114135742,0.9789676070213318,0.025150466710329056
r_116.png,34.44755172729492,0.9774832725524902,0.026332229375839233
r_117.png,34.12908172607422,0.9770417809486389,0.027462877333164215
r_118.png,34.07959747314453,0.9777865409851074,0.026445411145687103
r_119.png,34.15571975708008,0.978851318359375,0.02543398179113865
r_12.png,26.33652114868164,0.974912703037262,0.025951802730560303
r_120.png,34.407142639160156,0.9803658127784729,0.024203039705753326
r_121.png,34.43323516845703,0.9820548295974731,0.022062774747610092
r_122.png,34.972999572753906,0.9849414229393005,0.01888027973473072
r_123.png,35.81426239013672,0.9871113300323486,0.017220085486769676
r_124.png,35.602901458740234,0.9875184893608093,0.015948332846164703
r_125.png,37.466773986816406,0.9907788634300232,0.013969926163554192
r_126.png,35.744022369384766,0.9888355135917664,0.014617465436458588
r_127.png,34.96298599243164,0.9881168007850647,0.014929788187146187
r_128.png,35.4671516418457,0.988764226436615,0.014773879200220108
r_129.png,36.06856918334961,0.9885486364364624,0.01574668288230896
r_13.png,28.487083435058594,0.9780562520027161,0.023774459958076477
r_130.png,36.408103942871094,0.988177478313446,0.016290219500660896
r_131.png,36.66269302368164,0.9881871938705444,0.016019444912672043
r_132.png,36.97780227661133,0.9887838363647461,0.015845095738768578
r_133.png,37.29167175292969,0.9893220067024231,0.015631653368473053
r_134.png,36.96090316772461,0.9889169335365295,0.01616712659597397
r_135.png,36.322174072265625,0.9873371124267578,0.016630250960588455
r_136.png,35.40156173706055,0.9847587943077087,0.019151650369167328
